P(bar),alt(km),T(K),H2O,CH4,CO,N2O,O3,O2,CO2,N2,MMW
0.023488000000000002,27.23,208.97400000000002,1.658456344735476e-05,0.00020757282135230878,2.3072963821495205e-06,6.746116693950036e-08,5.235831729373217e-06,0.023813732129535043,0.015592324608624133,0.9729208142965813,28.236587022037806
0.025744,26.66,209.706,1.658456344735476e-05,0.0002125367001748546,2.2852463169710246e-06,7.701663367290103e-08,4.8555272004376635e-06,0.023813732129535043,0.015592324608624133,0.9646210330673747,28.238447909322122
0.028206999999999996,26.09,210.385,1.635532969778195e-05,0.00021545757641007896,2.2396846075291416e-06,8.656176458506491e-08,4.4092613396092224e-06,0.023813732129535043,0.015592324608624133,0.9635023120891398,28.238651808864315
0.030893,25.52,211.00799999999998,1.579206099823874e-05,0.0002168321064031257,2.1765811302082227e-06,9.582192214027194e-08,3.958646379974656e-06,0.023813732129535043,0.015592324608624133,0.9742588800053904,28.23607317371588
0.033823,24.95,211.581,1.5239061004209992e-05,0.00022174766190560344,2.1068951441896446e-06,1.0376204766895343e-07,3.4976419065254585e-06,0.023813732129535043,0.015592324608624133,0.9777913940935302,28.23514588576649
0.037016,24.38,212.108,1.467095997265998e-05,0.0002267974488527147,2.0291284252041314e-06,1.1070550472123135e-07,2.8916674728721123e-06,0.023813732129535043,0.015592324608624133,0.9727480030122951,28.236221612595703
0.040496000000000004,23.81,212.604,1.4111598956979969e-05,0.0002267974488527147,1.9542983515509387e-06,1.161748124301026e-07,2.4441786603281007e-06,0.023813732129535043,0.015592324608624133,0.9616450652770364,28.238867163811896
0.044286,23.25,213.088,1.3569188275108438e-05,0.0002267974488527147,1.8925602795824803e-06,1.214783835417353e-07,2.1339578142050877e-06,0.023813732129535043,0.015592324608624133,0.9705186346823265,28.236756277360115
0.048412,22.68,213.576,1.3006523617066083e-05,0.00023025256623758025,1.8340449672705774e-06,1.2507967896980672e-07,1.7820432358095137e-06,0.023813732129535043,0.015592324608624133,0.9756260119025644,28.235486685317184
0.052902,22.12,214.08900000000003,1.2757356497965202e-05,0.00023246738507403254,1.7832185663387248e-06,1.2776256285369592e-07,1.4721216225530758e-06,0.023813732129535043,0.015592324608624133,0.9741073067157843,28.23579569261936
0.057788000000000006,21.56,214.648,1.2757356497965202e-05,0.00023246738507403254,1.7420966269787166e-06,1.304237983032145e-07,1.2328185940905444e-06,0.023813732129535043,0.015592324608624133,0.967711180476535,28.237302807216576
0.0631,21.0,215.263,1.2637756280796778e-05,0.00023246738507403254,1.7106197579716005e-06,1.3282711525971681e-07,1.0397245545841636e-06,0.023813732129535043,0.015592324608624133,0.9610476926348442,28.23889615249905
0.068875,20.43,215.92,1.211948867306694e-05,0.00023246738507403254,1.6829423079397357e-06,1.3409399163416756e-07,8.899222623732088e-07,0.023813732129535043,0.015592324608624133,0.971029505042892,28.2365233431605
0.07515000000000001,19.87,216.62,1.211948867306694e-05,0.00023246738507403254,1.6618948174212073e-06,1.3409399163416756e-07,7.600291780302905e-07,0.023813732129535043,0.015592324608624133,0.9755926842735552,28.23544983059472
0.08196600000000001,19.31,217.382,1.211948867306694e-05,0.00023246738507403254,1.6442017707040692e-06,1.353365050014173e-07,6.671034335394302e-07,0.023813732129535043,0.015592324608624133,0.9711651344747788,28.236488797712898
0.089366,18.76,218.2,1.211948867306694e-05,0.00023246738507403254,1.6306994296883884e-06,1.3565322409502995e-07,5.92250610754021e-07,0.023813732129535043,0.015592324608624133,0.9637699529297975,28.238245678510676
0.09739700000000001,18.2,219.067,1.243842258551607e-05,0.00023246738507403254,1.6178454265502868e-06,1.3643284032546118e-07,5.273040685825616e-07,0.023813732129535043,0.015592324608624133,0.9649624394985815,28.237954636037983
0.10611,17.64,220.005,1.2992876925619942e-05,0.00023246738507403254,1.6052745237242152e-06,1.3721245655589238e-07,4.744428170422751e-07,0.023813732129535043,0.015592324608624133,0.9711940220977004,28.23646592017841
0.11556,17.08,221.01,1.3540194283067611e-05,0.00023246738507403254,1.593580676766783e-06,1.3721245655589238e-07,4.306574284464615e-07,0.023813732129535043,0.015592324608624133,0.972494100972615,28.236150440668993
0.1258,16.52,222.077,1.4232425843042429e-05,0.00023246738507403254,1.5824504067249427e-06,1.3733427159189726e-07,3.872389253653186e-07,0.023813732129535043,0.015592324608624133,0.9692599618111094,28.23690232649195
0.1369,15.96,223.218,1.646496323018633e-05,0.00023246738507403254,1.5694272719666034e-06,1.3869859999515187e-07,3.425881776224406e-07,0.023813732129535043,0.015592324608624133,0.9593237673502283,28.23924237461215
0.14892,15.4,224.425,1.91851015027092e-05,0.00023246738507403254,1.5574028160586881e-06,1.387716890167548e-07,3.1245710068862465e-07,0.023813732129535043,0.015592324608624133,0.9585499187671048,28.239385308076567
0.16194,14.84,226.083,2.4026354737834454e-05,0.00023246738507403254,1.5442543793444317e-06,1.387716890167548e-07,2.834968110658934e-07,0.023813732129535043,0.015592324608624133,0.9580225027588011,28.23943465343936
0.17602,14.28,229.09099999999998,3.549489111780012e-05,0.00023246738507403254,1.5296201285742306e-06,1.387716890167548e-07,2.543620618671215e-07,0.023813732129535043,0.015592324608624133,0.9580108877696569,28.239252469809585
0.19125999999999999,13.7,233.555,6.017546926578669e-05,0.00023246738507403254,1.512858924806135e-06,1.387716890167548e-07,2.3107170846570813e-07,0.023813732129535043,0.015592324608624133,0.9587063745774862,28.23868703040234
0.20774,13.13,238.407,0.00010156818442610751,0.00023246738507403254,1.4948765040057554e-06,1.3922746465916074e-07,2.1118331679708553e-07,0.023813732129535043,0.015592324608624133,0.9612672588322343,28.237406822458848
0.22555,12.54,243.06,0.00016614463501646878,0.00023246738507403254,1.4741878471803184e-06,1.403309214776172e-07,1.8365277791862403e-07,0.023813732129535043,0.015592324608624133,0.966634521139127,28.23509945144327
0.24480000000000002,11.94,247.47,0.0002627034103465603,0.00023246738507403254,1.44950829125641e-06,1.403309214776172e-07,1.6915600492891702e-07,0.023813732129535043,0.015592324608624133,0.967152453476786,28.23343807489573
0.2656,11.34,251.613,0.00040069697000427084,0.00023246738507403254,1.4217579845265965e-06,1.403309214776172e-07,1.6257253492760504e-07,0.023813732129535043,0.015592324608624133,0.9646575555673962,28.231817980652515
0.28805000000000003,10.72,255.488,0.0005804597206574165,0.00023246738507403254,1.3891343742228774e-06,1.403309214776172e-07,1.5138729710918704e-07,0.023813732129535043,0.015592324608624133,0.9591756711429866,28.230213480518152
0.31227,10.11,259.107,0.0008139193445701801,0.00023246738507403254,1.3518872547382198e-06,1.403309214776172e-07,1.4340577150533189e-07,0.023813732129535043,0.015592324608624133,0.9655991597700215,28.2250091882046
0.33841000000000004,9.48,262.493,0.001118722031360025,0.00023246738507403254,1.3071143852921136e-06,1.403309214776172e-07,1.3516255653741592e-07,0.023813732129535043,0.015592324608624133,0.9678134178429559,28.219666668176952
0.36660000000000004,8.85,265.673,0.0014890227037468754,0.00023246738507403254,1.2568565340346005e-06,1.4171961288807278e-07,1.2680280802456662e-07,0.023813732129535043,0.015592324608624133,0.9647655967954898,28.21444018663382
0.39698,8.22,268.671,0.001909737609089335,0.00023246738507403254,1.2006991983948523e-06,1.418901539384796e-07,1.186563016497612e-07,0.023813732129535043,0.015592324608624133,0.959266781882499,28.208897928965243
0.42972000000000005,7.59,271.513,0.0024528011204290913,0.00023246738507403254,1.1374467912861118e-06,1.418901539384796e-07,1.1032455588136156e-07,0.023813732129535043,0.015592324608624133,0.9623487623002028,28.19960510666535
0.46499,6.94,274.39599999999996,0.0031343843580385273,0.00023246738507403254,1.0660156126934745e-06,1.418901539384796e-07,1.0038404005373232e-07,0.023813732129535043,0.015592324608624133,0.9647261828685194,28.188325103496943
0.50296,6.3,277.343,0.003877255040266193,0.00023246738507403254,9.895185777912145e-07,1.418901539384796e-07,9.172212210331903e-08,0.023813732129535043,0.015592324608624133,0.9633479317975443,28.17681747657497
0.5438200000000001,5.65,280.219,0.004746717952358283,0.00023246738507403254,9.057995706642856e-07,1.418901539384796e-07,8.321721777134223e-08,0.023813732129535043,0.015592324608624133,0.9580835928233298,28.16394076152791
0.58778,5.0,282.994,0.005691743668322935,0.00023246738507403254,8.16432434763044e-07,1.418901539384796e-07,7.609926706888781e-08,0.023813732129535043,0.015592324608624133,0.9636297783282285,28.148147705330345
0.63506,4.34,285.715,0.006822241721065699,0.00023246738507403254,7.207745046242499e-07,1.418901539384796e-07,6.777754529175358e-08,0.023813732129535043,0.015592324608624133,0.9676132801288942,28.129882981294003
0.68587,3.68,288.367,0.008096014700631761,0.00023246738507403254,6.20981228309885e-07,1.418901539384796e-07,6.058108778008091e-08,0.023813732129535043,0.015592324608624133,0.9674215045140935,28.110057908928294
0.7404700000000001,3.02,290.971,0.009391377052732843,0.00023246738507403254,5.180540037864216e-07,1.418901539384796e-07,5.3672488568875125e-08,0.023813732129535043,0.015592324608624133,0.9634583365038766,28.0903045719213
0.79912,2.36,293.527,0.011246100420513936,0.00023246738507403254,4.131178772448513e-07,1.418901539384796e-07,4.676388935766936e-08,0.023813732129535043,0.015592324608624133,0.9676141709424538,28.061289631938735
0.86209,1.69,296.04400000000004,0.013192266378577651,0.00023246738507403254,3.071445257447057e-07,1.418901539384796e-07,4.288533578305877e-08,0.023813732129535043,0.015592324608624133,0.9705975309154006,28.03131549328289
0.9296599999999999,1.01,298.526,0.015219127634681926,0.00023246738507403254,1.9697181247351352e-07,1.418901539384796e-07,3.7660779495034775e-08,0.023813732129535043,0.015592324608624133,0.9675181016636621,28.000473767327072
1.0022,0.34,300.978,0.01782104569254216,0.00023805009150733013,9.088297154256397e-08,1.4342539820763646e-07,3.407195520071937e-08,0.023813732129535043,0.015592324608624133,0.9619300476840354,27.960711119847605
1.0404,0.0,302.197,0.019155661449252362,0.0002410159043000195,3.7112785611106144e-08,1.44240996725626e-07,3.2292467525105756e-08,0.023813732129535043,0.015592324608624133,0.959306904898232,27.94028128190231
